auc,ap,brier,ece,acc,bacc,f1,prec,rec,mcc,repeat,fold,model,ablation
0.8282828282828283,0.7639018627016257,0.17599517226447742,0.18741345615005509,0.6666666666666666,0.6464646464646464,0.5454545454545454,0.7058823529411765,0.4444444444444444,0.3234021976888321,5,1,LR(isotonic)::Geometry-only,Geometry-only
0.795814479638009,0.7667561109961737,0.1797490867257744,0.19276093609580203,0.7,0.6990950226244343,0.6666666666666666,0.6428571428571429,0.6923076923076923,0.39551460591314075,5,2,LR(isotonic)::Geometry-only,Geometry-only
0.8342760180995475,0.7210277727572344,0.1835761391897159,0.14642701411980913,0.6833333333333333,0.6527149321266968,0.5365853658536586,0.7333333333333333,0.4230769230769231,0.34953103682127784,5,3,LR(isotonic)::Geometry-only,Geometry-only
0.8602941176470589,0.8256973656199134,0.15550579917873536,0.15278374269274497,0.7833333333333333,0.7907239819004526,0.7719298245614035,0.7096774193548387,0.8461538461538461,0.5765767696451181,5,4,LR(isotonic)::Geometry-only,Geometry-only
0.8002244668911335,0.7049582616129372,0.18829646522922733,0.11599746013989426,0.7,0.6902356902356902,0.64,0.6956521739130435,0.5925925925925926,0.38931045429515426,6,0,LR(isotonic)::Geometry-only,Geometry-only
0.861391694725028,0.8172470421626024,0.14671894715139724,0.1231201133795365,0.7166666666666667,0.7087542087542087,0.6666666666666666,0.7083333333333334,0.6296296296296297,0.42398180226214605,6,1,LR(isotonic)::Geometry-only,Geometry-only
0.7754524886877828,0.7207007782495286,0.19373103826200955,0.13860611279214274,0.7,0.7081447963800905,0.6896551724137931,0.625,0.7692307692307693,0.41349254254555623,6,2,LR(isotonic)::Geometry-only,Geometry-only
0.870475113122172,0.8096391421119681,0.1490593163947697,0.1283138370106974,0.7833333333333333,0.7726244343891402,0.7346938775510204,0.782608695652174,0.6923076923076923,0.555720126229905,6,3,LR(isotonic)::Geometry-only,Geometry-only
0.7579185520361992,0.6456222850513659,0.2076996926633931,0.20155011051327199,0.65,0.6278280542986425,0.5333333333333333,0.631578947368421,0.46153846153846156,0.27234134490097706,6,4,LR(isotonic)::Geometry-only,Geometry-only
0.8389450056116722,0.7791826631757157,0.16390409479003676,0.14115452316269736,0.7333333333333333,0.7239057239057239,0.68,0.7391304347826086,0.6296296296296297,0.4582149594801373,7,0,LR(isotonic)::Geometry-only,Geometry-only
0.8047138047138047,0.7660833261882454,0.18346935146332866,0.14634649201048902,0.7,0.6868686868686869,0.625,0.7142857142857143,0.5555555555555556,0.38981938376529196,7,1,LR(isotonic)::Geometry-only,Geometry-only
0.8076923076923076,0.7252560533767497,0.1791315873590861,0.14651053078438514,0.7166666666666667,0.7092760180995474,0.6666666666666666,0.68,0.6538461538461539,0.4206990826757158,7,2,LR(isotonic)::Geometry-only,Geometry-only
0.878393665158371,0.8014549661974245,0.14119405945802335,0.09728707239540316,0.8,0.8009049773755657,0.7777777777777778,0.75,0.8076923076923077,0.597766393027815,7,3,LR(isotonic)::Geometry-only,Geometry-only
0.7618778280542987,0.6828660101705161,0.19957205629959368,0.1218838403698628,0.6833333333333333,0.6798642533936652,0.6415094339622641,0.6296296296296297,0.6538461538461539,0.35831264548905284,7,4,LR(isotonic)::Geometry-only,Geometry-only
0.7699214365881032,0.6437502502156,0.21430095929906504,0.20073679859623308,0.6666666666666666,0.6498316498316499,0.5652173913043478,0.6842105263157895,0.48148148148148145,0.32048202825835126,8,0,LR(isotonic)::Geometry-only,Geometry-only
0.7654320987654321,0.7168686885170634,0.195458071108872,0.2021106930246794,0.7,0.7138047138047139,0.71875,0.6216216216216216,0.8518518518518519,0.4375436079246424,8,1,LR(isotonic)::Geometry-only,Geometry-only
0.8320135746606334,0.7615860696079882,0.16898827873957004,0.15194588272055676,0.75,0.7251131221719457,0.6511627906976745,0.8235294117647058,0.5384615384615384,0.49510607031249937,8,2,LR(isotonic)::Geometry-only,Geometry-only
0.8625565610859729,0.8324304678957316,0.15241127410987687,0.10996427583628156,0.7333333333333333,0.7420814479638009,0.7241379310344828,0.65625,0.8076923076923077,0.48090980491711427,8,3,LR(isotonic)::Geometry-only,Geometry-only
0.8308823529411765,0.7832219918809565,0.16891770310688697,0.1605797866599135,0.7666666666666667,0.7579185520361991,0.72,0.75,0.6923076923076923,0.5217732845620352,8,4,LR(isotonic)::Geometry-only,Geometry-only
0.8271604938271606,0.7915713214318403,0.1697336555450831,0.21073428619195841,0.6833333333333333,0.664983164983165,0.5777777777777777,0.7222222222222222,0.48148148148148145,0.358218145033652,9,0,LR(isotonic)::Geometry-only,Geometry-only
0.7699214365881032,0.69532816149776,0.1998863327632855,0.14063367601630228,0.6666666666666666,0.6565656565656566,0.6,0.6521739130434783,0.5555555555555556,0.32040594911017123,9,1,LR(isotonic)::Geometry-only,Geometry-only
0.6832579185520362,0.6162544490476745,0.23356869277601947,0.24121060929369367,0.6333333333333333,0.6312217194570136,0.5925925925925926,0.5714285714285714,0.6153846153846154,0.26068008117002456,9,2,LR(isotonic)::Geometry-only,Geometry-only
0.8687782805429864,0.7958484664581871,0.14975338456170234,0.11788539654943615,0.7666666666666667,0.7669683257918551,0.7407407407407407,0.7142857142857143,0.7692307692307693,0.5303491306562569,9,3,LR(isotonic)::Geometry-only,Geometry-only
0.8959276018099548,0.847775054993971,0.14043672134519575,0.10594766779664984,0.7833333333333333,0.7680995475113122,0.723404255319149,0.8095238095238095,0.6538461538461539,0.5570706251171438,9,4,LR(isotonic)::Geometry-only,Geometry-only
0.7598204264870931,0.6875809830191071,0.19523314590006463,0.25679274177677414,0.7333333333333333,0.7239057239057239,0.68,0.7391304347826086,0.6296296296296297,0.4582149594801373,10,0,LR(isotonic)::Geometry-only,Geometry-only
0.8265993265993266,0.7400463470340244,0.1707122985989873,0.13919604241444242,0.75,0.7424242424242424,0.7058823529411765,0.75,0.6666666666666666,0.4923659639173309,10,1,LR(isotonic)::Geometry-only,Geometry-only
0.8167420814479639,0.7784100505860685,0.1741198670412249,0.11606710913249314,0.75,0.7658371040723981,0.7540983606557377,0.6571428571428571,0.8846153846153846,0.5344015374529363,10,2,LR(isotonic)::Geometry-only,Geometry-only
0.8863122171945702,0.8616949916639741,0.1382054402009798,0.15767567474914668,0.7666666666666667,0.744343891402715,0.6818181818181818,0.8333333333333334,0.5769230769230769,0.5284412565300922,10,3,LR(isotonic)::Geometry-only,Geometry-only
0.8003393665158371,0.7135748418491007,0.1862468641318626,0.17820410847701948,0.7333333333333333,0.7420814479638009,0.7241379310344828,0.65625,0.8076923076923077,0.48090980491711427,10,4,LR(isotonic)::Geometry-only,Geometry-only
0.7356902356902356,0.6643934723490961,0.21208512281881087,0.21473362205089327,0.6,0.5892255892255892,0.52,0.5652173913043478,0.48148148148148145,0.1825969387402051,11,0,LR(isotonic)::Geometry-only,Geometry-only
0.8445566778900111,0.7939038875945896,0.16460561976453517,0.1291593086110749,0.7333333333333333,0.7138047138047138,0.6363636363636364,0.8235294117647058,0.5185185185185185,0.4720928632928928,11,1,LR(isotonic)::Geometry-only,Geometry-only
0.9044117647058824,0.8919012228318475,0.12830298452747094,0.11927246341793112,0.7666666666666667,0.7624434389140271,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.5248868778280543,11,2,LR(isotonic)::Geometry-only,Geometry-only
0.8020361990950226,0.7139935185823761,0.1839476176305747,0.1291034614442462,0.7333333333333333,0.7239819004524887,0.68,0.7083333333333334,0.6538461538461539,0.453118905014399,11,3,LR(isotonic)::Geometry-only,Geometry-only
0.7963800904977375,0.6711635378031663,0.18334675917531484,0.11515995074977692,0.75,0.747737556561086,0.7169811320754716,0.7037037037037037,0.7307692307692307,0.4935249645415256,11,4,LR(isotonic)::Geometry-only,Geometry-only
0.8423120089786756,0.7786593602308294,0.16700073034906343,0.10654104602401239,0.75,0.7390572390572391,0.6938775510204082,0.7727272727272727,0.6296296296296297,0.4935914274184814,12,0,LR(isotonic)::Geometry-only,Geometry-only
0.7906846240179574,0.6950729864827769,0.19188292349007235,0.15654858428500346,0.6833333333333333,0.6818181818181819,0.6545454545454545,0.6428571428571429,0.6666666666666666,0.36262033381142117,12,1,LR(isotonic)::Geometry-only,Geometry-only
0.7483031674208145,0.6689173208383625,0.21125619195687645,0.17411552203528852,0.6333333333333333,0.6176470588235294,0.5416666666666666,0.5909090909090909,0.5,0.24195470054935594,12,2,LR(isotonic)::Geometry-only,Geometry-only
0.8269230769230769,0.8106282128134309,0.16229205354873474,0.09652212014143492,0.75,0.7251131221719457,0.6511627906976745,0.8235294117647058,0.5384615384615384,0.49510607031249937,12,3,LR(isotonic)::Geometry-only,Geometry-only
0.875,0.8422445588719918,0.14311198472085315,0.17344276068201736,0.8,0.8009049773755657,0.7777777777777778,0.75,0.8076923076923077,0.597766393027815,12,4,LR(isotonic)::Geometry-only,Geometry-only
0.781705948372615,0.7238149416495538,0.19117353251178282,0.19199791770057711,0.6333333333333333,0.6397306397306397,0.6333333333333333,0.5757575757575758,0.7037037037037037,0.27946127946127947,13,0,LR(isotonic)::Geometry-only,Geometry-only
0.765993265993266,0.7443379906821761,0.20684539007976843,0.15361787310926037,0.65,0.6481481481481481,0.6181818181818182,0.6071428571428571,0.6296296296296297,0.29546842014263947,13,1,LR(isotonic)::Geometry-only,Geometry-only
0.8042986425339367,0.7746254842817142,0.17380607763184322,0.1324013278100729,0.75,0.7296380090497737,0.6666666666666666,0.7894736842105263,0.5769230769230769,0.48925038066281723,13,2,LR(isotonic)::Geometry-only,Geometry-only
0.8535067873303167,0.7353744946488042,0.1608645478641379,0.18799141609748982,0.7333333333333333,0.7194570135746606,0.6666666666666666,0.7272727272727273,0.6153846153846154,0.45133857602476013,13,3,LR(isotonic)::Geometry-only,Geometry-only
0.8591628959276018,0.794164756959778,0.1528380736796551,0.1211341145852706,0.7333333333333333,0.7285067873303167,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.45701357466063347,13,4,LR(isotonic)::Geometry-only,Geometry-only
0.8496071829405163,0.801696745660025,0.16040668184446633,0.11904433971240454,0.7833333333333333,0.7693602693602694,0.723404255319149,0.85,0.6296296296296297,0.5685352436149611,14,0,LR(isotonic)::Geometry-only,Geometry-only
0.8395061728395061,0.8037060265153296,0.16510759871827246,0.11725409501877838,0.7333333333333333,0.734006734006734,0.7142857142857143,0.6896551724137931,0.7407407407407407,0.4659264410351009,14,1,LR(isotonic)::Geometry-only,Geometry-only
0.7562217194570137,0.660019002150031,0.20721213471489103,0.15406943610926696,0.6666666666666666,0.660633484162896,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.3212669683257919,14,2,LR(isotonic)::Geometry-only,Geometry-only
0.8546380090497737,0.7251618477473143,0.1562883667351831,0.13378090352348526,0.8166666666666667,0.8246606334841629,0.8070175438596491,0.7419354838709677,0.8846153846153846,0.6438814509266494,14,3,LR(isotonic)::Geometry-only,Geometry-only
0.7986425339366516,0.7400895420993667,0.18546493102791173,0.122327473189938,0.7333333333333333,0.7285067873303167,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.45701357466063347,14,4,LR(isotonic)::Geometry-only,Geometry-only
0.8316498316498316,0.8298736905078599,0.17078936486244164,0.14799069766507403,0.75,0.7525252525252526,0.7368421052631579,0.7,0.7777777777777778,0.502518907629606,15,0,LR(isotonic)::Geometry-only,Geometry-only
0.898989898989899,0.8211678541570173,0.1336388141760979,0.16940549759747614,0.8166666666666667,0.8131313131313131,0.7924528301886793,0.8076923076923077,0.7777777777777778,0.6287372835939984,15,1,LR(isotonic)::Geometry-only,Geometry-only
0.8291855203619909,0.7178587710246555,0.17129758982167773,0.14224962466775676,0.7,0.6719457013574661,0.5714285714285714,0.75,0.46153846153846156,0.3853551092995474,15,2,LR(isotonic)::Geometry-only,Geometry-only
0.8093891402714932,0.685641744736172,0.18953739411105108,0.1627213067755697,0.7166666666666667,0.7092760180995474,0.6666666666666666,0.68,0.6538461538461539,0.4206990826757158,15,3,LR(isotonic)::Geometry-only,Geometry-only
0.7754524886877827,0.7293148966282161,0.18712314683864484,0.14188452212410102,0.6666666666666666,0.6832579185520362,0.6774193548387096,0.5833333333333334,0.8076923076923077,0.37073364955723553,15,4,LR(isotonic)::Geometry-only,Geometry-only
0.7794612794612794,0.6937508411627634,0.19612544749862695,0.14673841926281436,0.6833333333333333,0.6717171717171717,0.6122448979591837,0.6818181818181818,0.5555555555555556,0.35455158870905,16,0,LR(isotonic)::Geometry-only,Geometry-only
0.8569023569023569,0.837738385606229,0.15827479746915601,0.11643200620384991,0.7166666666666667,0.7222222222222222,0.711864406779661,0.65625,0.7777777777777778,0.44320263021395917,16,1,LR(isotonic)::Geometry-only,Geometry-only
0.7494343891402715,0.656823830128486,0.21646356045700235,0.14624533048939756,0.7,0.6945701357466063,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.3891402714932127,16,2,LR(isotonic)::Geometry-only,Geometry-only
0.8325791855203619,0.7877089911718499,0.16176042946854793,0.112762122225105,0.7166666666666667,0.7138009049773756,0.6792452830188679,0.6666666666666666,0.6923076923076923,0.4259188050152892,16,3,LR(isotonic)::Geometry-only,Geometry-only
0.872737556561086,0.810062370825899,0.141611685266827,0.13648741117526994,0.7666666666666667,0.7579185520361991,0.72,0.75,0.6923076923076923,0.5217732845620352,16,4,LR(isotonic)::Geometry-only,Geometry-only
0.7822671156004489,0.6906317132577435,0.19033898918487846,0.20041388768878857,0.7,0.7037037037037037,0.6896551724137931,0.6451612903225806,0.7407407407407407,0.40559064291544755,17,0,LR(isotonic)::Geometry-only,Geometry-only
0.8069584736251403,0.7452527367585846,0.17734157257591818,0.16313806300058323,0.7166666666666667,0.7053872053872055,0.6530612244897959,0.7272727272727273,0.5925925925925926,0.4240715080637657,17,1,LR(isotonic)::Geometry-only,Geometry-only
0.7873303167420814,0.682949208362829,0.19711506208321974,0.1767883870037801,0.7333333333333333,0.7239819004524887,0.68,0.7083333333333334,0.6538461538461539,0.453118905014399,17,2,LR(isotonic)::Geometry-only,Geometry-only
0.8139140271493213,0.7855033855033855,0.1702472415424045,0.14544737254469686,0.7333333333333333,0.7239819004524887,0.68,0.7083333333333334,0.6538461538461539,0.453118905014399,17,3,LR(isotonic)::Geometry-only,Geometry-only
0.8897058823529412,0.863114684690367,0.14306052000616784,0.17863924416589314,0.7833333333333333,0.7771493212669682,0.7450980392156863,0.76,0.7307692307692307,0.5571420284083805,17,4,LR(isotonic)::Geometry-only,Geometry-only
0.8164983164983165,0.7515381260307301,0.18404502892747787,0.15155586961523768,0.6666666666666666,0.6397306397306397,0.5,0.7692307692307693,0.37037037037037035,0.33747366651429744,18,0,LR(isotonic)::Geometry-only,Geometry-only
0.8198653198653199,0.747760821825409,0.17124113376368344,0.14079421696927952,0.7666666666666667,0.771043771043771,0.7586206896551724,0.7096774193548387,0.8148148148148148,0.539670194292455,18,1,LR(isotonic)::Geometry-only,Geometry-only
0.8207013574660633,0.7618199970895354,0.17181077407533638,0.14840605996980383,0.6666666666666666,0.6696832579185521,0.6428571428571429,0.6,0.6923076923076923,0.3363363969981562,18,2,LR(isotonic)::Geometry-only,Geometry-only
0.8574660633484162,0.8255433915234571,0.15378933725869837,0.13910981720154542,0.75,0.7251131221719457,0.6511627906976745,0.8235294117647058,0.5384615384615384,0.49510607031249937,18,3,LR(isotonic)::Geometry-only,Geometry-only
0.7567873303167421,0.6680840508421121,0.1963259175221089,0.1335477561843482,0.7166666666666667,0.7273755656108598,0.711864406779661,0.6363636363636364,0.8076923076923077,0.4529612688257838,18,4,LR(isotonic)::Geometry-only,Geometry-only
0.8540965207631875,0.7985441784445849,0.14983212561928266,0.13586583723293236,0.8166666666666667,0.8131313131313131,0.7924528301886793,0.8076923076923077,0.7777777777777778,0.6287372835939984,19,0,LR(isotonic)::Geometry-only,Geometry-only
0.7508417508417508,0.6821091450100354,0.19846592847893416,0.14898835673395705,0.7,0.7037037037037037,0.6896551724137931,0.6451612903225806,0.7407407407407407,0.40559064291544755,19,1,LR(isotonic)::Geometry-only,Geometry-only
0.8834841628959276,0.8450280996364484,0.14892589154590413,0.1351261996933756,0.7333333333333333,0.7013574660633484,0.6,0.8571428571428571,0.46153846153846156,0.471824981758758,19,2,LR(isotonic)::Geometry-only,Geometry-only
0.7358597285067874,0.6362643773525576,0.20776615969500456,0.19430769827756392,0.6,0.583710407239819,0.5,0.5454545454545454,0.46153846153846156,0.1721600753908879,19,3,LR(isotonic)::Geometry-only,Geometry-only
0.8190045248868778,0.7392806504313553,0.17976676426619492,0.1580795271290972,0.75,0.7567873303167421,0.7368421052631579,0.6774193548387096,0.8076923076923077,0.5092720883635867,19,4,LR(isotonic)::Geometry-only,Geometry-only
0.8092031425364759,0.7578099093204782,0.1735846375539358,0.08279547475145191,0.7166666666666667,0.7154882154882155,0.6909090909090909,0.6785714285714286,0.7037037037037037,0.4297722474802028,20,0,LR(isotonic)::Geometry-only,Geometry-only
0.8546576879910214,0.8063165288778584,0.15914453961371178,0.1639715251066513,0.7,0.6868686868686869,0.625,0.7142857142857143,0.5555555555555556,0.38981938376529196,20,1,LR(isotonic)::Geometry-only,Geometry-only
0.8003393665158371,0.7275389301547298,0.18786771197288255,0.12824407423911915,0.7666666666666667,0.7805429864253394,0.7666666666666667,0.6764705882352942,0.8846153846153846,0.5610859728506787,20,2,LR(isotonic)::Geometry-only,Geometry-only
0.8184389140271494,0.775762029626113,0.17504324167831556,0.12497378601395175,0.7,0.6945701357466063,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.3891402714932127,20,3,LR(isotonic)::Geometry-only,Geometry-only
0.7714932126696833,0.6553292426104282,0.20446439369448002,0.170940781228299,0.7,0.6719457013574661,0.5714285714285714,0.75,0.46153846153846156,0.3853551092995474,20,4,LR(isotonic)::Geometry-only,Geometry-only
0.8007856341189674,0.7395605485440955,0.17987691654975313,0.150927253837929,0.7333333333333333,0.7373737373737375,0.7241379310344828,0.6774193548387096,0.7777777777777778,0.4726304186039513,21,0,LR(isotonic)::Geometry-only,Geometry-only
0.8911335578002244,0.8207507512352106,0.14427487085435914,0.17906147326029498,0.8166666666666667,0.8265993265993266,0.819672131147541,0.7352941176470589,0.9259259259259259,0.655779747404493,21,1,LR(isotonic)::Geometry-only,Geometry-only
0.7861990950226244,0.7093732748242032,0.1857189277447934,0.21805885126797703,0.65,0.6323529411764706,0.5531914893617021,0.6190476190476191,0.5,0.27500954910846337,21,2,LR(isotonic)::Geometry-only,Geometry-only
0.8354072398190044,0.787947526147866,0.1673228084901477,0.12378649622642499,0.6833333333333333,0.6527149321266968,0.5365853658536586,0.7333333333333333,0.4230769230769231,0.34953103682127784,21,3,LR(isotonic)::Geometry-only,Geometry-only
0.8212669683257919,0.7303805163625732,0.1738293128205189,0.1888226028665294,0.7833333333333333,0.7680995475113122,0.723404255319149,0.8095238095238095,0.6538461538461539,0.5570706251171438,21,4,LR(isotonic)::Geometry-only,Geometry-only
0.8434343434343434,0.7928123735255044,0.15922553897449754,0.10934725911865074,0.7833333333333333,0.7794612794612794,0.7547169811320755,0.7692307692307693,0.7407407407407407,0.561131124067762,22,0,LR(isotonic)::Geometry-only,Geometry-only
0.8159371492704826,0.7230307408509368,0.17506959442951195,0.09668125799832551,0.7666666666666667,0.771043771043771,0.7586206896551724,0.7096774193548387,0.8148148148148148,0.539670194292455,22,1,LR(isotonic)::Geometry-only,Geometry-only
0.8059954751131222,0.7497179321940214,0.18832290859494366,0.15344055657180816,0.7166666666666667,0.6957013574660633,0.6222222222222222,0.7368421052631579,0.5384615384615384,0.41694736874220384,22,2,LR(isotonic)::Geometry-only,Geometry-only
0.7635746606334841,0.6793645862939436,0.1905987342602387,0.14350247418949436,0.6666666666666666,0.6651583710407241,0.6296296296296297,0.6071428571428571,0.6538461538461539,0.32809734354158265,22,3,LR(isotonic)::Geometry-only,Geometry-only
0.8506787330316742,0.8042766281107676,0.1577666475288445,0.10088347621146997,0.7833333333333333,0.7861990950226244,0.7636363636363637,0.7241379310344828,0.8076923076923077,0.5676028121409139,22,4,LR(isotonic)::Geometry-only,Geometry-only
0.8153759820426486,0.7629340384132342,0.16898320995862376,0.11479785171388768,0.7333333333333333,0.7373737373737375,0.7241379310344828,0.6774193548387096,0.7777777777777778,0.4726304186039513,23,0,LR(isotonic)::Geometry-only,Geometry-only
0.7648709315375982,0.7450766029569228,0.2017840870626651,0.16565627393219207,0.6666666666666666,0.6498316498316499,0.5652173913043478,0.6842105263157895,0.48148148148148145,0.32048202825835126,23,1,LR(isotonic)::Geometry-only,Geometry-only
0.8580316742081449,0.7520056112816295,0.15342983969406368,0.17520721742105516,0.8,0.7963800904977376,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.5927601809954751,23,2,LR(isotonic)::Geometry-only,Geometry-only
0.8020361990950227,0.7405684675867216,0.1995326708819874,0.19497379413837906,0.7166666666666667,0.7273755656108598,0.711864406779661,0.6363636363636364,0.8076923076923077,0.4529612688257838,23,3,LR(isotonic)::Geometry-only,Geometry-only
0.8404977375565611,0.7792468173897469,0.16387409982323659,0.16242049053234142,0.7333333333333333,0.7149321266968325,0.6521739130434783,0.75,0.5769230769230769,0.4518689194467694,23,4,LR(isotonic)::Geometry-only,Geometry-only
0.813692480359147,0.7787725123144938,0.17958213808440424,0.1334175233129386,0.75,0.7390572390572391,0.6938775510204082,0.7727272727272727,0.6296296296296297,0.4935914274184814,24,0,LR(isotonic)::Geometry-only,Geometry-only
0.861391694725028,0.819794563451818,0.15242826449257726,0.1413261120830415,0.7666666666666667,0.760942760942761,0.7307692307692307,0.76,0.7037037037037037,0.526635431152213,24,1,LR(isotonic)::Geometry-only,Geometry-only
0.8088235294117647,0.7790723339081252,0.18267817399295289,0.21837730742953063,0.6666666666666666,0.6561085972850679,0.6,0.625,0.5769230769230769,0.3158101459191266,24,2,LR(isotonic)::Geometry-only,Geometry-only
