auc,ap,brier,ece,acc,bacc,f1,prec,rec,mcc,group_col,group,n
0.98,0.9783424697422394,0.057536182569508085,0.04408330751395769,0.92,0.9196428571428572,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.8392857142857143,dist_bin,0,75
0.9840686274509803,0.9678534120200787,0.05098245562722456,0.06342256354497319,0.9066666666666666,0.8762254901960784,0.8444444444444444,0.9047619047619048,0.7916666666666666,0.7817401071879467,dist_bin,2,75
0.999633431085044,0.998991935483871,0.013267424963293074,0.025840974427674503,0.9866666666666667,0.9838709677419355,0.9836065573770492,1.0,0.967741935483871,0.9727469142278401,dist_bin,1,75
1.0,1.0,0.01094073651033568,0.039343371713308324,1.0,1.0,1.0,1.0,1.0,1.0,dist_bin,3,75
