auc,ap,brier,ece,acc,bacc,f1,prec,rec,mcc,fold,n_test
0.9718899521531101,0.9691460055096419,0.07645090627129278,0.11076695310925178,0.9,0.8636363636363636,0.8421052631578947,1.0,0.7272727272727273,0.7925270806437588,0,60
0.9944444444444445,0.994631987025682,0.04293794574123154,0.06839480324836829,0.9365079365079365,0.9348484848484848,0.9411764705882353,0.9142857142857143,0.9696969696969697,0.8741229370580027,1,63
0.9914529914529915,0.9709114414996768,0.028809036822760297,0.03823896667116286,0.9655172413793104,0.9230769230769231,0.9166666666666666,1.0,0.8461538461538461,0.9000818293405336,2,58
0.9762731481481481,0.9647923519736842,0.042317411419359345,0.05419260945466177,0.9491525423728814,0.947337962962963,0.9538461538461539,0.9393939393939394,0.96875,0.8977987135215016,3,59
0.9676339285714285,0.9721784451458619,0.07774697660196896,0.07013869148398134,0.9,0.9017857142857143,0.9032258064516129,0.9333333333333333,0.875,0.8017837257372731,4,60
