auc,ap,brier,ece,acc,bacc,f1,prec,rec,mcc,repeat,fold,model
0.995475113122172,0.9944037444037443,0.028723739147334348,0.048263943444932775,0.9333333333333333,0.9321266968325792,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8642533936651584,4,2,LR(isotonic)
0.9841628959276018,0.9765327604210425,0.04939046890548201,0.03793123815297664,0.9333333333333333,0.9321266968325792,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8642533936651584,4,3,LR(isotonic)
0.9796380090497738,0.9762019230769231,0.050376536894586724,0.05840009167857592,0.9333333333333333,0.9276018099547512,0.92,0.9583333333333334,0.8846153846153846,0.8650451823002163,4,4,LR(isotonic)
0.9842873176206509,0.9773118279569892,0.047776130155076105,0.03491745349707336,0.9333333333333333,0.9292929292929293,0.9230769230769231,0.96,0.8888888888888888,0.8664002254439634,5,0,LR(isotonic)
0.973063973063973,0.9686202011227334,0.08713390917810421,0.10179469395008299,0.8833333333333333,0.8771043771043772,0.8627450980392157,0.9166666666666666,0.8148148148148148,0.7659026105380703,5,1,LR(isotonic)
0.9920814479638008,0.9895904779600432,0.04343199031553,0.10687320099314215,0.9666666666666667,0.9705882352941176,0.9629629629629629,0.9285714285714286,1.0,0.9348527048856053,5,2,LR(isotonic)
0.9841628959276019,0.9807974446842513,0.05547346982813398,0.05021345026123573,0.9,0.9027149321266968,0.8888888888888888,0.8571428571428571,0.9230769230769231,0.8000181801424892,5,3,LR(isotonic)
0.9915158371040724,0.9901098901098901,0.02670023642095148,0.04654071880512051,0.9666666666666667,0.9615384615384616,0.96,1.0,0.9230769230769231,0.9336995618478525,5,4,LR(isotonic)
0.9865319865319866,0.9856373271383414,0.05191055427985127,0.08002923354875173,0.9166666666666666,0.9175084175084175,0.9090909090909091,0.8928571428571429,0.9259259259259259,0.832683729492893,6,0,LR(isotonic)
0.9932659932659933,0.9928412208504801,0.03960728596929173,0.07018260527793121,0.9666666666666667,0.9663299663299663,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9326599326599326,6,1,LR(isotonic)
0.9875565610859729,0.9847154127923359,0.042405157166275874,0.0537487815002818,0.9333333333333333,0.9321266968325792,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8642533936651584,6,2,LR(isotonic)
0.994343891402715,0.9937965260545906,0.0284476566491744,0.06048598942650902,0.9833333333333333,0.9807692307692308,0.9803921568627451,1.0,0.9615384615384616,0.9664708656063742,6,3,LR(isotonic)
0.9802036199095023,0.9725969756738988,0.06257210850590006,0.06311576472482264,0.9166666666666666,0.9083710407239819,0.8979591836734694,0.9565217391304348,0.8461538461538461,0.8324272430248784,6,4,LR(isotonic)
0.9820426487093155,0.9816442816442816,0.05442456441432246,0.09526360772319342,0.9166666666666666,0.9175084175084175,0.9090909090909091,0.8928571428571429,0.9259259259259259,0.832683729492893,7,0,LR(isotonic)
0.9876543209876543,0.9872566665159258,0.041872100646760675,0.06328407973832437,0.9666666666666667,0.9663299663299663,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9326599326599326,7,1,LR(isotonic)
0.9920814479638008,0.9903618794998106,0.06413993490505712,0.09732131772094138,0.8833333333333333,0.8653846153846154,0.8444444444444444,1.0,0.7307692307692307,0.7784624283452708,7,2,LR(isotonic)
0.9864253393665159,0.9848048503220918,0.0542795959991741,0.06462284004822653,0.9166666666666666,0.9174208144796381,0.9056603773584906,0.8888888888888888,0.9230769230769231,0.8315557621727075,7,3,LR(isotonic)
0.995475113122172,0.9942349957734573,0.02822257432815,0.06566518678957661,0.95,0.9468325791855203,0.9411764705882353,0.96,0.9230769230769231,0.8982493927400419,7,4,LR(isotonic)
0.9775533108866442,0.9733144941478274,0.0705207802346096,0.08147925153341953,0.9,0.8922558922558923,0.88,0.9565217391304348,0.8148148148148148,0.8027374854050526,8,0,LR(isotonic)
0.9966329966329966,0.9960739794711697,0.03014131448552674,0.04358538182257097,0.95,0.9511784511784511,0.9454545454545454,0.9285714285714286,0.9629629629629629,0.8998356431616747,8,1,LR(isotonic)
0.9892533936651584,0.9893162393162394,0.028188524409812114,0.06328998698323215,0.9833333333333333,0.9807692307692308,0.9803921568627451,1.0,0.9615384615384616,0.9664708656063742,8,2,LR(isotonic)
0.9847285067873304,0.9817219872392287,0.041045392609288744,0.03322069056475705,0.95,0.9468325791855203,0.9411764705882353,0.96,0.9230769230769231,0.8982493927400419,8,3,LR(isotonic)
0.9875565610859729,0.9845175309640193,0.046851105534149576,0.05579278419890301,0.9333333333333333,0.9366515837104072,0.9259259259259259,0.8928571428571429,0.9615384615384616,0.8674354425140473,8,4,LR(isotonic)
0.989337822671156,0.9856824417009602,0.04659728330439274,0.06082610705795804,0.9333333333333333,0.9292929292929293,0.9230769230769231,0.96,0.8888888888888888,0.8664002254439634,9,0,LR(isotonic)
0.9685746352413019,0.9589784921346918,0.06991038354145125,0.08323313370645723,0.9166666666666666,0.9141414141414141,0.9056603773584906,0.9230769230769231,0.8888888888888888,0.8315557621727075,9,1,LR(isotonic)
0.9728506787330318,0.9684449958643507,0.05877808283552762,0.052454651465995934,0.9166666666666666,0.9128959276018099,0.9019607843137255,0.92,0.8846153846153846,0.8300279198737096,9,2,LR(isotonic)
0.995475113122172,0.9945419302183228,0.032922320397553995,0.06470517985044993,0.95,0.9513574660633484,0.9433962264150944,0.9259259259259259,0.9615384615384616,0.8991619216989439,9,3,LR(isotonic)
0.995475113122172,0.9944037444037443,0.026904216689808167,0.05721715371054102,0.9666666666666667,0.9705882352941176,0.9629629629629629,0.9285714285714286,1.0,0.9348527048856053,9,4,LR(isotonic)
0.989337822671156,0.9870151432220398,0.04963053200568251,0.08484656801008328,0.9166666666666666,0.9175084175084175,0.9090909090909091,0.8928571428571429,0.9259259259259259,0.832683729492893,10,0,LR(isotonic)
0.9932659932659933,0.9916247866886436,0.03464762629537362,0.07326879784341152,0.95,0.9511784511784511,0.9454545454545454,0.9285714285714286,0.9629629629629629,0.8998356431616747,10,1,LR(isotonic)
0.9909502262443438,0.9888817663817664,0.03977964202334195,0.045509983644961144,0.9333333333333333,0.9321266968325792,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8642533936651584,10,2,LR(isotonic)
0.9666289592760181,0.9652664539761314,0.06306331788284424,0.07839648709410038,0.9166666666666666,0.9128959276018099,0.9019607843137255,0.92,0.8846153846153846,0.8300279198737096,10,3,LR(isotonic)
0.9892533936651583,0.987129120879121,0.03822802096716878,0.030676601312367685,0.95,0.9468325791855203,0.9411764705882353,0.96,0.9230769230769231,0.8982493927400419,10,4,LR(isotonic)
0.9652076318742986,0.9400804863782036,0.058530908502002106,0.05661445334380164,0.9333333333333333,0.9326599326599327,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.8653198653198653,11,0,LR(isotonic)
0.9955106621773289,0.99480021893815,0.03427417042444973,0.06984627232728335,0.95,0.9478114478114479,0.9433962264150944,0.9615384615384616,0.9259259259259259,0.8991619216989439,11,1,LR(isotonic)
0.9807692307692307,0.9761891909470383,0.059084882791163106,0.08416708701969595,0.9,0.8936651583710407,0.88,0.9166666666666666,0.8461538461538461,0.79639080275258,11,2,LR(isotonic)
0.9909502262443439,0.9896756469337115,0.041843235317039255,0.05556398746477541,0.95,0.9468325791855203,0.9411764705882353,0.96,0.9230769230769231,0.8982493927400419,11,3,LR(isotonic)
0.9892533936651583,0.9878369493754109,0.03368073899306032,0.05718279497866769,0.9666666666666667,0.9660633484162896,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9321266968325792,11,4,LR(isotonic)
0.9887766554433222,0.9862447689012184,0.043233592081514734,0.08630205044641422,0.9333333333333333,0.9326599326599327,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.8653198653198653,12,0,LR(isotonic)
0.9764309764309764,0.9708404935256787,0.06238697375015894,0.06327114682957002,0.9,0.8956228956228957,0.8846153846153846,0.92,0.8518518518518519,0.7984472665856134,12,1,LR(isotonic)
0.9785067873303167,0.973841767551445,0.06892173854508393,0.08417430553328469,0.9,0.8936651583710407,0.88,0.9166666666666666,0.8461538461538461,0.79639080275258,12,2,LR(isotonic)
0.9892533936651584,0.9870921386306002,0.03838241597804034,0.05837154040574184,0.9666666666666667,0.9660633484162896,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9321266968325792,12,3,LR(isotonic)
0.997737556561086,0.9970962086346702,0.028865459213566987,0.06650898366844127,0.9833333333333333,0.9852941176470589,0.9811320754716981,0.9629629629629629,1.0,0.9667680812251803,12,4,LR(isotonic)
0.9910213243546577,0.9903815453384419,0.03786006670062943,0.06062127609867271,0.95,0.9478114478114479,0.9433962264150944,0.9615384615384616,0.9259259259259259,0.8991619216989439,13,0,LR(isotonic)
0.9904601571268238,0.9874888334786163,0.0540643061627066,0.0762857246457436,0.9166666666666666,0.9107744107744108,0.9019607843137255,0.9583333333333334,0.8518518518518519,0.8342867721932552,13,1,LR(isotonic)
0.9632352941176471,0.9620839229054112,0.0652942149981307,0.07953792219068678,0.9166666666666666,0.9128959276018099,0.9019607843137255,0.92,0.8846153846153846,0.8300279198737096,13,2,LR(isotonic)
0.9756787330316742,0.9729018590542298,0.05834927363709039,0.061348567470602675,0.9166666666666666,0.9174208144796381,0.9056603773584906,0.8888888888888888,0.9230769230769231,0.8315557621727075,13,3,LR(isotonic)
0.9966063348416289,0.9957734573119188,0.02661124474440079,0.051951370038103815,0.95,0.9513574660633484,0.9433962264150944,0.9259259259259259,0.9615384615384616,0.8991619216989439,13,4,LR(isotonic)
0.9781144781144782,0.9730012969868043,0.06772719759408695,0.07633280708300279,0.9166666666666666,0.9107744107744108,0.9019607843137255,0.9583333333333334,0.8518518518518519,0.8342867721932552,14,0,LR(isotonic)
0.9898989898989898,0.9901626494219087,0.03439363566896825,0.08078820994027151,0.9666666666666667,0.9663299663299663,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9326599326599326,14,1,LR(isotonic)
0.9869909502262445,0.9839303422825713,0.052143247924810524,0.06834534084148854,0.9166666666666666,0.9174208144796381,0.9056603773584906,0.8888888888888888,0.9230769230769231,0.8315557621727075,14,2,LR(isotonic)
0.9790723981900451,0.9514570729035613,0.04944478155530107,0.06175133953342456,0.9166666666666666,0.9128959276018099,0.9019607843137255,0.92,0.8846153846153846,0.8300279198737096,14,3,LR(isotonic)
0.9892533936651584,0.9871291208791209,0.04183387119180784,0.04973286008174779,0.95,0.9468325791855203,0.9411764705882353,0.96,0.9230769230769231,0.8982493927400419,14,4,LR(isotonic)
0.9292929292929293,0.9347736625514403,0.0720628445803254,0.09556865942571496,0.9333333333333333,0.9259259259259259,0.92,1.0,0.8518518518518519,0.8716419905900357,15,0,LR(isotonic)
0.9854096520763187,0.9845750560760702,0.04973009371414305,0.06948524694068947,0.9,0.898989898989899,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.797979797979798,15,1,LR(isotonic)
0.9954751131221719,0.9939551829936445,0.022665963922553854,0.05360553637977506,0.9833333333333333,0.9852941176470589,0.9811320754716981,0.9629629629629629,1.0,0.9667680812251803,15,2,LR(isotonic)
0.9875565610859728,0.9821541891776006,0.04851126264321169,0.046428611655680345,0.9333333333333333,0.9321266968325792,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8642533936651584,15,3,LR(isotonic)
0.9807692307692307,0.977298975074281,0.06186541211419856,0.0664369571198538,0.9166666666666666,0.9219457013574661,0.9090909090909091,0.8620689655172413,0.9615384615384616,0.836821537267039,15,4,LR(isotonic)
1.0,1.0,0.01576559694126926,0.04868857114927891,1.0,1.0,1.0,1.0,1.0,1.0,16,0,LR(isotonic)
0.9955106621773289,0.99480021893815,0.02867612672871713,0.06017775755455704,0.9666666666666667,0.9696969696969697,0.9642857142857143,0.9310344827586207,1.0,0.9352048708546269,16,1,LR(isotonic)
0.8970588235294118,0.8646947748762631,0.1160842909721095,0.12272718880332503,0.8666666666666667,0.8552036199095023,0.8333333333333334,0.9090909090909091,0.7692307692307693,0.7305170766586324,16,2,LR(isotonic)
0.9920814479638009,0.9903622019006635,0.03146025868752811,0.05445124371990988,0.95,0.9468325791855203,0.9411764705882353,0.96,0.9230769230769231,0.8982493927400419,16,3,LR(isotonic)
0.9841628959276019,0.9793275926971579,0.0529481994532798,0.06512279418070008,0.9166666666666666,0.9174208144796381,0.9056603773584906,0.8888888888888888,0.9230769230769231,0.8315557621727075,16,4,LR(isotonic)
0.98989898989899,0.9886614774114774,0.03803348108425746,0.04553175083261839,0.95,0.9478114478114479,0.9433962264150944,0.9615384615384616,0.9259259259259259,0.8991619216989439,17,0,LR(isotonic)
0.9876543209876543,0.9856824417009602,0.056075521903830985,0.0771114081817435,0.9,0.9023569023569024,0.8928571428571429,0.8620689655172413,0.9259259259259259,0.8011253194776194,17,1,LR(isotonic)
0.9796380090497737,0.9741123912319565,0.06027920059094053,0.0804767017722436,0.9166666666666666,0.9128959276018099,0.9019607843137255,0.92,0.8846153846153846,0.8300279198737096,17,2,LR(isotonic)
0.951923076923077,0.948702512649001,0.05922844668288666,0.06761840301295302,0.9333333333333333,0.9321266968325792,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8642533936651584,17,3,LR(isotonic)
1.0,1.0,0.023495117665401022,0.07191045954052447,0.9833333333333333,0.9807692307692308,0.9803921568627451,1.0,0.9615384615384616,0.9664708656063742,17,4,LR(isotonic)
0.9792368125701458,0.9787535612535613,0.055119321438188346,0.08695784172377402,0.9166666666666666,0.9107744107744108,0.9019607843137255,0.9583333333333334,0.8518518518518519,0.8342867721932552,18,0,LR(isotonic)
0.9814814814814814,0.9809904338359622,0.048071236862983084,0.06505998442693797,0.9333333333333333,0.9326599326599327,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.8653198653198653,18,1,LR(isotonic)
0.9881221719457013,0.9852932508104921,0.04926468382703924,0.05595952936238092,0.9166666666666666,0.9174208144796381,0.9056603773584906,0.8888888888888888,0.9230769230769231,0.8315557621727075,18,2,LR(isotonic)
0.9830316742081447,0.9792920320350464,0.05565172681850619,0.09289838522624842,0.9,0.8891402714932126,0.875,0.9545454545454546,0.8076923076923077,0.8003117018171004,18,3,LR(isotonic)
0.9886877828054299,0.9827591042055925,0.04409812949611776,0.04776671401452109,0.9333333333333333,0.9276018099547512,0.92,0.9583333333333334,0.8846153846153846,0.8650451823002163,18,4,LR(isotonic)
0.9854096520763187,0.983375076900814,0.055527777032156694,0.07356541961701055,0.9333333333333333,0.9292929292929293,0.9230769230769231,0.96,0.8888888888888888,0.8664002254439634,19,0,LR(isotonic)
0.9966329966329965,0.9962962962962962,0.030862733115682606,0.07289854268676316,0.9333333333333333,0.936026936026936,0.9285714285714286,0.896551724137931,0.9629629629629629,0.8681650951661232,19,1,LR(isotonic)
0.996606334841629,0.9960212201591512,0.025072905546718115,0.045606709708501864,0.9833333333333333,0.9807692307692308,0.9803921568627451,1.0,0.9615384615384616,0.9664708656063742,19,2,LR(isotonic)
0.963235294117647,0.9557452518990981,0.08758123462435521,0.08354124186484152,0.8833333333333333,0.8834841628959276,0.8679245283018868,0.8518518518518519,0.8846153846153846,0.7639496026464712,19,3,LR(isotonic)
0.9920814479638008,0.9909475232055878,0.04087320333504622,0.06215021357865147,0.9333333333333333,0.9321266968325792,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8642533936651584,19,4,LR(isotonic)
0.9955106621773289,0.9946494780466684,0.03178557680279036,0.054767597674749945,0.9666666666666667,0.9663299663299663,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9326599326599326,20,0,LR(isotonic)
0.989337822671156,0.9871937464530057,0.03644138758234605,0.05278576641152911,0.9666666666666667,0.9663299663299663,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9326599326599326,20,1,LR(isotonic)
0.9451357466063348,0.9211829207621635,0.08828480919015531,0.1012789658219298,0.8833333333333333,0.8834841628959276,0.8679245283018868,0.8518518518518519,0.8846153846153846,0.7639496026464712,20,2,LR(isotonic)
0.9898190045248869,0.986148910194868,0.037399792061471857,0.09033916046670892,0.9666666666666667,0.9660633484162896,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9321266968325792,20,3,LR(isotonic)
0.9694570135746606,0.9702564102564103,0.05024097396754302,0.06600610361980605,0.95,0.9468325791855203,0.9411764705882353,0.96,0.9230769230769231,0.8982493927400419,20,4,LR(isotonic)
0.9898989898989898,0.9881263320510633,0.04795929607091323,0.09729750055271426,0.9333333333333333,0.936026936026936,0.9285714285714286,0.896551724137931,0.9629629629629629,0.8681650951661232,21,0,LR(isotonic)
0.9927048260381593,0.9909073094258279,0.03253730090443279,0.03887269462412105,0.9333333333333333,0.9326599326599327,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.8653198653198653,21,1,LR(isotonic)
0.9830316742081449,0.9802437063378708,0.05989602225192649,0.07217240101414761,0.9166666666666666,0.9128959276018099,0.9019607843137255,0.92,0.8846153846153846,0.8300279198737096,21,2,LR(isotonic)
0.9954751131221719,0.9920424403183024,0.05335818432314451,0.08527078329780152,0.9333333333333333,0.9230769230769231,0.9166666666666666,1.0,0.8461538461538461,0.8701063269755686,21,3,LR(isotonic)
0.9875565610859728,0.9847141384186913,0.045219695732206015,0.07021020019525685,0.9333333333333333,0.9321266968325792,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8642533936651584,21,4,LR(isotonic)
0.9730639730639731,0.967111002133491,0.06344786443821658,0.09697187326517069,0.9166666666666666,0.9141414141414141,0.9056603773584906,0.9230769230769231,0.8888888888888888,0.8315557621727075,22,0,LR(isotonic)
0.9921436588103254,0.9915343915343915,0.03485851192120519,0.058194033643570474,0.95,0.9511784511784511,0.9454545454545454,0.9285714285714286,0.9629629629629629,0.8998356431616747,22,1,LR(isotonic)
0.9954751131221721,0.9939551829936445,0.03335263158826741,0.04658752471463167,0.9333333333333333,0.9276018099547512,0.92,0.9583333333333334,0.8846153846153846,0.8650451823002163,22,2,LR(isotonic)
0.9852941176470589,0.9826320794590025,0.04955899627322065,0.05558919315686694,0.9166666666666666,0.9128959276018099,0.9019607843137255,0.92,0.8846153846153846,0.8300279198737096,22,3,LR(isotonic)
0.9773755656108598,0.9761365780041502,0.056617060271516764,0.07205984911948356,0.9166666666666666,0.9174208144796381,0.9056603773584906,0.8888888888888888,0.9230769230769231,0.8315557621727075,22,4,LR(isotonic)
0.9797979797979797,0.9813880611134762,0.04981732670863638,0.08487711077447274,0.9166666666666666,0.9141414141414141,0.9056603773584906,0.9230769230769231,0.8888888888888888,0.8315557621727075,23,0,LR(isotonic)
0.9898989898989898,0.9869032202365536,0.05250382997987814,0.08113985939839352,0.95,0.9478114478114479,0.9433962264150944,0.9615384615384616,0.9259259259259259,0.8991619216989439,23,1,LR(isotonic)
0.993212669683258,0.9918540433925049,0.04674545888990945,0.07354604547667634,0.9333333333333333,0.9411764705882353,0.9285714285714286,0.8666666666666667,1.0,0.8744746321952062,23,2,LR(isotonic)
0.9920814479638009,0.9909475232055878,0.032499398485563546,0.05491079270522757,0.9666666666666667,0.9615384615384616,0.96,1.0,0.9230769230769231,0.9336995618478525,23,3,LR(isotonic)
0.9847285067873304,0.9803727439669084,0.053675794809838154,0.05984340870185418,0.9166666666666666,0.9174208144796381,0.9056603773584906,0.8888888888888888,0.9230769230769231,0.8315557621727075,23,4,LR(isotonic)
0.9612794612794613,0.9628504430356282,0.05711723891864719,0.06521573666546532,0.9333333333333333,0.9326599326599327,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.8653198653198653,24,0,LR(isotonic)
0.9764309764309764,0.9739741171725799,0.060457156998163265,0.06921016439910486,0.8833333333333333,0.8838383838383839,0.8727272727272727,0.8571428571428571,0.8888888888888888,0.7655318158241113,24,1,LR(isotonic)
0.9864253393665158,0.9835778721720366,0.03973042411421692,0.0382599866988447,0.95,0.9423076923076923,0.9387755102040817,1.0,0.8846153846153846,0.9016040222236217,24,2,LR(isotonic)
0.995475113122172,0.9945419302183227,0.028512404030691694,0.05676333047879616,0.9666666666666667,0.9660633484162896,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9321266968325792,24,3,LR(isotonic)
0.9768099547511313,0.9725755096547524,0.06841739795804733,0.09405589380142283,0.9,0.8981900452488687,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.7963800904977375,24,4,LR(isotonic)
0.9786756453423119,0.9787479937577404,0.0860441367199202,0.1307892135884487,0.85,0.8602693602693603,0.8524590163934426,0.7647058823529411,0.9629629629629629,0.7233859069307293,25,0,LR(isotonic)
0.9938271604938271,0.9923747276688453,0.03720884390152244,0.07463719347141684,0.95,0.9444444444444444,0.9411764705882353,1.0,0.8888888888888888,0.90267093384844,25,1,LR(isotonic)
0.9909502262443439,0.9882051282051283,0.04070229629360076,0.04381345910908146,0.9333333333333333,0.9321266968325792,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8642533936651584,25,2,LR(isotonic)
0.9490950226244345,0.9503747534516765,0.056504085916154426,0.06695834396393183,0.9333333333333333,0.9321266968325792,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8642533936651584,25,3,LR(isotonic)
0.996606334841629,0.9955577470962086,0.048761797439908855,0.06384347715551893,0.9166666666666666,0.9038461538461539,0.8936170212765957,1.0,0.8076923076923077,0.8391317011258241,25,4,LR(isotonic)
0.9848484848484849,0.9814914779827061,0.05420864902030303,0.04775440000803268,0.9166666666666666,0.9208754208754208,0.9122807017543859,0.8666666666666667,0.9629629629629629,0.83753151271601,26,0,LR(isotonic)
0.9966329966329966,0.996031746031746,0.03147777885583985,0.07888855222321368,0.9333333333333333,0.9292929292929293,0.9230769230769231,0.96,0.8888888888888888,0.8664002254439634,26,1,LR(isotonic)
0.9592760180995474,0.957174722820963,0.07868340394803147,0.10087585886818376,0.9,0.8981900452488687,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.7963800904977375,26,2,LR(isotonic)
0.9926470588235293,0.9900311916691227,0.04166698931509672,0.03740151142964149,0.9333333333333333,0.9276018099547512,0.92,0.9583333333333334,0.8846153846153846,0.8650451823002163,26,3,LR(isotonic)
0.9835972850678733,0.9825492112243474,0.04413323274359915,0.07093268565878952,0.9666666666666667,0.9615384615384616,0.96,1.0,0.9230769230769231,0.9336995618478525,26,4,LR(isotonic)
0.9797979797979798,0.9784249789327448,0.05547961848101732,0.04249218435747953,0.9166666666666666,0.9107744107744108,0.9019607843137255,0.9583333333333334,0.8518518518518519,0.8342867721932552,27,0,LR(isotonic)
0.9820426487093155,0.9574785734930663,0.045477516313928185,0.08233229861855074,0.95,0.9545454545454546,0.9473684210526315,0.9,1.0,0.9045340337332909,27,1,LR(isotonic)
0.9858597285067873,0.9834471084471085,0.05930031000232206,0.10840003258998675,0.9333333333333333,0.9276018099547512,0.92,0.9583333333333334,0.8846153846153846,0.8650451823002163,27,2,LR(isotonic)
1.0,1.0,0.03390419473899938,0.060494562129746854,0.95,0.9423076923076923,0.9387755102040817,1.0,0.8846153846153846,0.9016040222236217,27,3,LR(isotonic)
0.9615384615384616,0.9331465997770346,0.06278444363513638,0.0857040562647885,0.95,0.9468325791855203,0.9411764705882353,0.96,0.9230769230769231,0.8982493927400419,27,4,LR(isotonic)
0.9938271604938272,0.9918942360321671,0.040194674718292495,0.05530864731543399,0.9333333333333333,0.9292929292929293,0.9230769230769231,0.96,0.8888888888888888,0.8664002254439634,28,0,LR(isotonic)
