auc,ap,brier,ece,acc,bacc,f1,prec,rec,mcc,repeat,fold
0.9826038159371492,0.9749465986025125,0.05962024301005061,0.06885570876311617,0.8833333333333333,0.8872053872053872,0.8771929824561403,0.8333333333333334,0.9259259259259259,0.7705289916987292,0,0
0.9769921436588103,0.9528567319666484,0.05495798018318159,0.07212270907893341,0.9166666666666666,0.9141414141414141,0.9056603773584906,0.9230769230769231,0.8888888888888888,0.8315557621727075,0,1
0.9926470588235294,0.9899443505212736,0.04029351868363972,0.028115600713845758,0.9333333333333333,0.9276018099547512,0.92,0.9583333333333334,0.8846153846153846,0.8650451823002163,0,2
0.9949095022624435,0.9918540433925049,0.032548689225773995,0.03422933410183511,0.9666666666666667,0.9660633484162896,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9321266968325792,0,3
0.9903846153846153,0.9874812963340815,0.041831543956386115,0.058267697780375424,0.9333333333333333,0.9321266968325792,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8642533936651584,0,4
0.9898989898989898,0.9871056241426612,0.04033855738474019,0.04002335776447799,0.9166666666666666,0.9107744107744108,0.9019607843137255,0.9583333333333334,0.8518518518518519,0.8342867721932552,1,0
0.9848484848484849,0.9807638116425659,0.04839048849652365,0.04493255181904671,0.8833333333333333,0.8771043771043772,0.8627450980392157,0.9166666666666666,0.8148148148148148,0.7659026105380703,1,1
0.9920814479638009,0.9890838604366456,0.03587703809211226,0.03584853161242047,0.9333333333333333,0.9321266968325792,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8642533936651584,1,2
0.9717194570135748,0.9474742461839236,0.06856914481004689,0.09077726114763154,0.8833333333333333,0.8880090497737556,0.8727272727272727,0.8275862068965517,0.9230769230769231,0.7695168559855078,1,3
0.9949095022624435,0.9903232144611455,0.03272639460448103,0.024969135802469133,0.95,0.9423076923076923,0.9387755102040817,1.0,0.8846153846153846,0.9016040222236217,1,4
0.9971941638608306,0.9960739794711697,0.02604591598580539,0.03132384700640791,0.9666666666666667,0.9663299663299663,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9326599326599326,2,0
0.984287317620651,0.9845899470899471,0.05931630427714039,0.11057135783123206,0.8666666666666667,0.8720538720538721,0.8620689655172413,0.8064516129032258,0.9259259259259259,0.7407895213579662,2,1
0.9734162895927602,0.9695316985354936,0.06969622718247977,0.08712240297027118,0.9,0.8936651583710407,0.88,0.9166666666666666,0.8461538461538461,0.79639080275258,2,2
0.996606334841629,0.9956125356125356,0.02539419066581737,0.04359592396629434,0.9333333333333333,0.9276018099547512,0.92,0.9583333333333334,0.8846153846153846,0.8650451823002163,2,3
0.9717194570135747,0.942297119326297,0.06075388369636645,0.07512674362674363,0.8833333333333333,0.8744343891402715,0.8571428571428571,0.9130434782608695,0.8076923076923077,0.763250463826135,2,4
0.994949494949495,0.9938492853666091,0.02887782946374883,0.03363254392666155,0.9666666666666667,0.9663299663299663,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9326599326599326,3,0
0.9725028058361391,0.9482329474450351,0.06505929735672654,0.08558274544385652,0.8833333333333333,0.8804713804713804,0.8679245283018868,0.8846153846153846,0.8518518518518519,0.7639496026464712,3,1
