auc,ap,brier,ece,acc,bacc,f1,prec,rec,mcc,group_col,group,n,grouping
0.9875897129186604,0.9799876391724218,0.042801220665232516,0.05552492859720717,0.925,0.9120813397129186,0.8941176470588236,0.926829268292683,0.8636363636363636,0.8374147474495195,medium,monitor,120,medium
0.9882218844984803,0.9903750545506077,0.04479870464924587,0.03781837861133682,0.941747572815534,0.9430091185410334,0.9454545454545454,0.9629629629629629,0.9285714285714286,0.8836711647814078,contrast,high,103,contrast
0.98,0.9783424697422394,0.057536182569508085,0.04408330751395769,0.92,0.9196428571428572,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.8392857142857143,dist_bin,0,75,dist_bin
0.9683098591549295,0.7019230769230769,0.029400317631517077,0.03411863817305889,0.96,0.625,0.4,1.0,0.25,0.48976000741676007,ang_bin,0,75,ang_bin
