auc,ap,brier,ece,acc,bacc,f1,prec,rec,mcc,fold,n_test
0.9641148325358853,0.9477427334570192,0.07279888906610449,0.09223688089237939,0.9166666666666666,0.8863636363636364,0.8717948717948718,1.0,0.7727272727272727,0.8263626711502724,0,60
0.9656565656565657,0.9484101286406951,0.06055230818457901,0.09426558469194472,0.9365079365079365,0.9348484848484848,0.9411764705882353,0.9142857142857143,0.9696969696969697,0.8741229370580027,1,63
0.9965811965811966,0.9897435897435898,0.018321044140635928,0.04453294757990949,0.9655172413793104,0.9504273504273504,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9008547008547009,2,58
0.9907407407407408,0.9920244364936792,0.0328654596465424,0.05421557784759133,0.9491525423728814,0.9444444444444444,0.9552238805970149,0.9142857142857143,1.0,0.9014978717104176,3,59
0.959263392857143,0.9675428121780099,0.08415401598365953,0.10098480985909389,0.8833333333333333,0.8816964285714286,0.8923076923076924,0.8787878787878788,0.90625,0.7655318158241113,4,60
