auc,ap,brier,ece,acc,bacc,f1,prec,rec,mcc,group_col,group,n
0.9875897129186604,0.9799876391724218,0.042801220665232516,0.05552492859720717,0.925,0.9120813397129186,0.8941176470588236,0.926829268292683,0.8636363636363636,0.8374147474495195,medium,monitor,120
0.9916666666666666,0.9897456751738176,0.03701674312198173,0.033874704562423315,0.9537037037037037,0.9520833333333334,0.9473684210526315,0.9574468085106383,0.9375,0.9062142551554505,medium,paper,108
1.0,1.0,0.011396600531599667,0.0409826788680295,1.0,1.0,1.0,1.0,1.0,1.0,medium,projector,72
