repeat,fold,r2,p_perm
62,3,-0.029573549945231425,0.12350597609561753
62,4,-0.06480241788522156,0.5179282868525896
63,0,0.016208975072753873,0.08764940239043825
63,1,-0.0031870036345713615,0.035856573705179286
63,2,0.014599830555181104,0.099601593625498
63,3,0.016056281890792112,0.01195219123505976
63,4,-0.1814346012084198,0.7529880478087649
64,0,-0.0859532807821759,0.30278884462151395
64,1,-0.05820785520250471,0.30677290836653387
64,2,-0.039145035916764215,0.22709163346613545
64,3,0.03837194743290506,0.01593625498007968
64,4,-0.03262435197523539,0.2589641434262948
65,0,0.024131368690870514,0.04780876494023904
65,1,0.02168197948528694,0.06374501992031872
65,2,-0.09922014461546502,0.5099601593625498
65,3,0.04135812291744034,0.03187250996015936
65,4,-0.03648502032063505,0.17928286852589642
66,0,0.024640131967339052,0.03187250996015936
66,1,0.05636077856106925,0.04780876494023904
66,2,0.0330857924347322,0.01195219123505976
66,3,-0.08047993344085702,0.19123505976095617
66,4,-0.05683332410263486,0.2948207171314741
67,0,-0.13252980974888917,0.6812749003984063
67,1,0.07443906095758501,0.00796812749003984
67,2,0.031540453686251246,0.06772908366533864
67,3,0.02969659035084693,0.027888446215139442
67,4,0.05854345960887519,0.035856573705179286
68,0,-0.017712737703529324,0.099601593625498
68,1,-0.10192999228990418,0.7051792828685259
68,2,0.1718439656700026,0.00398406374501992
68,3,-0.04593242622656035,0.0796812749003984
68,4,0.032746800943363796,0.09163346613545817
69,0,0.1333835501954801,0.00796812749003984
69,1,-0.01653956910755716,0.043824701195219126
69,2,0.0035381651281185533,0.13545816733067728
69,3,0.038563391133991876,0.02390438247011952
69,4,-0.018751943284799566,0.2788844621513944
70,0,-0.10866422756227334,0.649402390438247
70,1,0.027631979477832913,0.03187250996015936
70,2,0.08742340986403929,0.01593625498007968
70,3,-0.10870011315290751,0.4820717131474104
70,4,0.01887951249537201,0.0796812749003984
71,0,0.008247329904520151,0.0398406374501992
71,1,-0.14699820598623137,0.6254980079681275
71,2,-0.04140529911108737,0.3745019920318725
71,3,0.05614591434800642,0.0199203187250996
71,4,0.08728017722223014,0.01593625498007968
72,0,0.014439572591990135,0.09561752988047809
72,1,0.07806930475378782,0.01593625498007968
72,2,0.07993032252947807,0.00398406374501992
72,3,-0.09358584769294676,0.40239043824701193
72,4,-0.018046718231482073,0.2788844621513944
73,0,-0.00048282479685113344,0.1752988047808765
73,1,0.07768003392487588,0.00796812749003984
73,2,-0.021286759070219707,0.24701195219123506
73,3,-0.10060306261000584,0.27091633466135456
73,4,-0.027446003682804143,0.41434262948207173
74,0,0.05494410196560706,0.043824701195219126
74,1,-0.05610678807249303,0.099601593625498
74,2,0.0066110789579647555,0.0398406374501992
74,3,-0.06599515125992528,0.5059760956175299
74,4,0.016479594392139862,0.099601593625498
75,0,-0.0006234127707736015,0.043824701195219126
75,1,-0.08970160118678727,0.099601593625498
75,2,-0.09222248768327024,0.4900398406374502
75,3,-0.05425781994757073,0.38645418326693226
75,4,0.0866154314862756,0.00398406374501992
76,0,0.008461539596028134,0.01195219123505976
76,1,0.0029378735382843413,0.1553784860557769
76,2,-0.07145985375119102,0.5099601593625498
76,3,0.0619917671163247,0.00398406374501992
76,4,-0.011275333272386279,0.055776892430278883
77,0,-0.12396950465914913,0.4262948207171315
77,1,-0.09135394974258837,0.5378486055776892
77,2,0.040374217967281245,0.05179282868525897
77,3,0.0905099066541184,0.01195219123505976
77,4,-0.003381673678786834,0.16334661354581673
78,0,-0.01819695822781653,0.17928286852589642
78,1,0.08897079433774346,0.00398406374501992
78,2,0.006732546042296783,0.1553784860557769
78,3,-0.002786735201882884,0.19123505976095617
78,4,-0.06145485783519322,0.32270916334661354
79,0,0.028435536224769797,0.099601593625498
79,1,-0.014429482596235665,0.08764940239043825
79,2,-0.11136296172865179,0.4701195219123506
79,3,0.07530846578495676,0.02390438247011952
79,4,0.030473006682137704,0.05976095617529881
